id,comment,sentiment,topic,source,post_id,user_name
278,Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,media,facebook,post_0278,user_0278
279,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,media,twitter,post_0279,user_0279
280,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,public_reaction,youtube,post_0280,user_0280
281,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,media,forum,post_0281,user_0281
282,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,media,twitter,post_0282,user_0282
283,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions.,neutral,media,facebook,post_0283,user_0283
284,Such bravery and discipline deserve appreciation. This response will boost public confidence in our security. I feel proud of the way the forces handled the situation.,positive,public_reaction,twitter,post_0284,user_0284
285,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,public_reaction,forum,post_0285,user_0285
286,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,public_reaction,youtube,post_0286,user_0286
287,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,security,twitter,post_0287,user_0287
288,The lack of planning and care is disturbing. This has caused more fear than assurance among the public. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,media,youtube,post_0288,user_0288
289,Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,security,twitter,post_0289,user_0289
290,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,twitter,post_0290,user_0290
291,This event could affect upcoming regional policies. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events.,neutral,public_reaction,twitter,post_0291,user_0291
292,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,public_reaction,youtube,post_0292,user_0292
293,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,media,youtube,post_0293,user_0293
294,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,forum,post_0294,user_0294
295,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,youtube,post_0295,user_0295
296,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions.,neutral,public_reaction,youtube,post_0296,user_0296
297,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions.,neutral,media,twitter,post_0297,user_0297
298,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,public_reaction,twitter,post_0298,user_0298
299,Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,security,facebook,post_0299,user_0299
300,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation.,positive,public_reaction,forum,post_0300,user_0300
301,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events.,neutral,public_reaction,twitter,post_0301,user_0301
302,The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,public_reaction,twitter,post_0302,user_0302
303,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,media,facebook,post_0303,user_0303
304,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,media,forum,post_0304,user_0304
305,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,media,facebook,post_0305,user_0305
306,Such bravery and discipline deserve appreciation. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,security,twitter,post_0306,user_0306
307,Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,youtube,post_0307,user_0307
308,The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,public_reaction,facebook,post_0308,user_0308
309,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,security,youtube,post_0309,user_0309
310,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,media,forum,post_0310,user_0310
311,This has caused more fear than assurance among the public. The lack of planning and care is disturbing. The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,security,twitter,post_0311,user_0311
312,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,media,twitter,post_0312,user_0312
313,Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,security,forum,post_0313,user_0313
314,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,public_reaction,forum,post_0314,user_0314
315,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,facebook,post_0315,user_0315
316,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,forum,post_0316,user_0316
317,I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,public_reaction,facebook,post_0317,user_0317
318,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,security,forum,post_0318,user_0318
319,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,security,facebook,post_0319,user_0319
320,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions.,neutral,public_reaction,forum,post_0320,user_0320
321,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,security,facebook,post_0321,user_0321
322,Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. This event could affect upcoming regional policies.,neutral,public_reaction,youtube,post_0322,user_0322
323,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,security,facebook,post_0323,user_0323
324,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,public_reaction,twitter,post_0324,user_0324
325,Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,security,youtube,post_0325,user_0325
326,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. This event could affect upcoming regional policies.,neutral,public_reaction,forum,post_0326,user_0326
327,The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,public_reaction,twitter,post_0327,user_0327
328,Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,security,forum,post_0328,user_0328
329,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,forum,post_0329,user_0329
330,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions.,neutral,public_reaction,youtube,post_0330,user_0330
331,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled.,negative,security,twitter,post_0331,user_0331
332,The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,security,youtube,post_0332,user_0332
333,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,media,youtube,post_0333,user_0333
334,Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,security,forum,post_0334,user_0334
335,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable.,positive,security,facebook,post_0335,user_0335
336,The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable.,positive,security,twitter,post_0336,user_0336
337,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,media,forum,post_0337,user_0337
338,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,security,forum,post_0338,user_0338
339,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,public_reaction,youtube,post_0339,user_0339
340,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions.,neutral,security,youtube,post_0340,user_0340
341,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public.,negative,media,facebook,post_0341,user_0341
342,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,security,forum,post_0342,user_0342
343,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,security,twitter,post_0343,user_0343
344,The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,public_reaction,youtube,post_0344,user_0344
345,This event could affect upcoming regional policies. This event could affect upcoming regional policies. This event could affect upcoming regional policies.,neutral,security,youtube,post_0345,user_0345
346,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,youtube,post_0346,user_0346
347,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,media,youtube,post_0347,user_0347
348,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,public_reaction,forum,post_0348,user_0348
349,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,media,twitter,post_0349,user_0349
350,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,public_reaction,twitter,post_0350,user_0350
351,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,media,facebook,post_0351,user_0351
352,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,security,twitter,post_0352,user_0352
353,Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,public_reaction,forum,post_0353,user_0353
354,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,public_reaction,facebook,post_0354,user_0354
355,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,media,forum,post_0355,user_0355
356,The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,public_reaction,facebook,post_0356,user_0356
357,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public.,negative,public_reaction,forum,post_0357,user_0357
358,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,media,forum,post_0358,user_0358
359,Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,twitter,post_0359,user_0359
360,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,public_reaction,twitter,post_0360,user_0360
361,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,media,forum,post_0361,user_0361
362,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,security,facebook,post_0362,user_0362
363,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,security,youtube,post_0363,user_0363
364,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. This event could affect upcoming regional policies.,neutral,public_reaction,forum,post_0364,user_0364
365,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,public_reaction,forum,post_0365,user_0365
366,This event could affect upcoming regional policies. This event could affect upcoming regional policies.,neutral,media,youtube,post_0366,user_0366
367,This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,security,forum,post_0367,user_0367
368,This event could affect upcoming regional policies. This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,media,forum,post_0368,user_0368
369,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,media,twitter,post_0369,user_0369
370,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,youtube,post_0370,user_0370
371,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,public_reaction,facebook,post_0371,user_0371
372,The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,facebook,post_0372,user_0372
373,Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,security,forum,post_0373,user_0373
374,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,media,twitter,post_0374,user_0374
375,The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,media,facebook,post_0375,user_0375
376,This event could affect upcoming regional policies. This event could affect upcoming regional policies. This event could affect upcoming regional policies. This event could affect upcoming regional policies.,neutral,media,twitter,post_0376,user_0376
377,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security. I feel proud of the way the forces handled the situation.,positive,security,twitter,post_0377,user_0377
378,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,public_reaction,facebook,post_0378,user_0378
379,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,security,facebook,post_0379,user_0379
380,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,facebook,post_0380,user_0380
381,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,media,forum,post_0381,user_0381
382,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,security,forum,post_0382,user_0382
383,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,public_reaction,twitter,post_0383,user_0383
384,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,public_reaction,youtube,post_0384,user_0384
385,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,security,twitter,post_0385,user_0385
386,Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,security,youtube,post_0386,user_0386
387,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,public_reaction,forum,post_0387,user_0387
388,This has caused more fear than assurance among the public. The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,security,twitter,post_0388,user_0388
389,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,public_reaction,twitter,post_0389,user_0389
390,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,media,youtube,post_0390,user_0390
391,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,public_reaction,facebook,post_0391,user_0391
392,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,media,youtube,post_0392,user_0392
393,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,twitter,post_0393,user_0393
394,This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,media,facebook,post_0394,user_0394
395,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,media,forum,post_0395,user_0395
396,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security. I feel proud of the way the forces handled the situation.,positive,security,facebook,post_0396,user_0396
397,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions.,neutral,media,facebook,post_0397,user_0397
398,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,media,twitter,post_0398,user_0398
399,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,public_reaction,twitter,post_0399,user_0399
400,The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,security,youtube,post_0400,user_0400
401,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,media,youtube,post_0401,user_0401
402,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,public_reaction,forum,post_0402,user_0402
403,Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,forum,post_0403,user_0403
404,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,security,youtube,post_0404,user_0404
405,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,public_reaction,youtube,post_0405,user_0405
406,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,security,facebook,post_0406,user_0406
407,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,media,twitter,post_0407,user_0407
408,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,public_reaction,twitter,post_0408,user_0408
409,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,media,facebook,post_0409,user_0409
410,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,security,forum,post_0410,user_0410
411,I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,security,forum,post_0411,user_0411
412,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,public_reaction,youtube,post_0412,user_0412
413,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,security,facebook,post_0413,user_0413
414,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,public_reaction,twitter,post_0414,user_0414
415,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,public_reaction,forum,post_0415,user_0415
416,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable.,positive,public_reaction,youtube,post_0416,user_0416
417,This has caused more fear than assurance among the public. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,security,twitter,post_0417,user_0417
418,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack.,neutral,media,facebook,post_0418,user_0418
419,This event could affect upcoming regional policies. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,media,twitter,post_0419,user_0419
420,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,media,youtube,post_0420,user_0420
421,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,media,forum,post_0421,user_0421
422,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,forum,post_0422,user_0422
423,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,forum,post_0423,user_0423
424,This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,media,twitter,post_0424,user_0424
425,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,media,youtube,post_0425,user_0425
426,Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack.,neutral,security,youtube,post_0426,user_0426
427,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,youtube,post_0427,user_0427
428,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled.,negative,security,facebook,post_0428,user_0428
429,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,forum,post_0429,user_0429
430,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,youtube,post_0430,user_0430
431,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,public_reaction,facebook,post_0431,user_0431
432,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,media,twitter,post_0432,user_0432
433,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,public_reaction,twitter,post_0433,user_0433
434,This event could affect upcoming regional policies. This event could affect upcoming regional policies. This event could affect upcoming regional policies.,neutral,public_reaction,twitter,post_0434,user_0434
435,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,security,youtube,post_0435,user_0435
436,This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,public_reaction,youtube,post_0436,user_0436
437,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,media,forum,post_0437,user_0437
438,The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,media,youtube,post_0438,user_0438
439,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,media,youtube,post_0439,user_0439
440,The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,media,youtube,post_0440,user_0440
441,The lack of planning and care is disturbing. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,public_reaction,youtube,post_0441,user_0441
442,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,public_reaction,facebook,post_0442,user_0442
443,The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,media,youtube,post_0443,user_0443
444,The lack of planning and care is disturbing. The lack of planning and care is disturbing. The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,facebook,post_0444,user_0444
445,Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,media,facebook,post_0445,user_0445
446,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation.,positive,public_reaction,facebook,post_0446,user_0446
447,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,security,youtube,post_0447,user_0447
448,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public.,negative,media,facebook,post_0448,user_0448
449,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,media,forum,post_0449,user_0449
450,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,facebook,post_0450,user_0450
451,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,media,youtube,post_0451,user_0451
452,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,public_reaction,youtube,post_0452,user_0452
453,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,media,facebook,post_0453,user_0453
454,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,security,facebook,post_0454,user_0454
455,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,security,youtube,post_0455,user_0455
456,Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,media,twitter,post_0456,user_0456
457,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,security,twitter,post_0457,user_0457
458,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,public_reaction,forum,post_0458,user_0458
459,The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,security,forum,post_0459,user_0459
460,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable.,positive,media,twitter,post_0460,user_0460
461,This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,public_reaction,forum,post_0461,user_0461
462,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,security,youtube,post_0462,user_0462
463,Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,security,forum,post_0463,user_0463
464,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,media,forum,post_0464,user_0464
465,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,security,twitter,post_0465,user_0465
466,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,security,twitter,post_0466,user_0466
467,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,media,forum,post_0467,user_0467
468,The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,media,forum,post_0468,user_0468
